name,platforms,genre,released
Squirrel with a Gun,"PC, PlayStation, Xbox",Action,2024-08-29
Gori: Cuddly Carnage,"PC, PlayStation, Xbox, Nintendo",Action,2024-08-29
Star Command Galaxies,PC,Strategy,2024-08-29
PISTA Motorsport,PC,Racing,2024-08-28
Crypt Custodian,"PC, PlayStation, Xbox, Nintendo",Action,2024-08-27
Smite 2,"PC, PlayStation, Xbox",Action,2024-08-27
Risk of Rain 2: Seekers of the Storm,"PC, PlayStation, Xbox, Nintendo",Action,2024-08-27
Peglin,"PC, Nintendo",RPG,2024-08-27
Core Keeper,"PC, PlayStation, Xbox, Nintendo",RPG,2024-08-27
Wartales: The Pits,PC,RPG,2024-08-26
9-Bit Armies: A Bit Too Far,PC,Strategy,2024-08-26
World of Warcraft: The War Within,PC,RPG,2024-08-26
Endzone 2,PC,Strategy,2024-08-26
Tiebreak,"PC, PlayStation, Xbox, Nintendo",Sports,2024-08-22
Wild West Dynasty,PC,Simulation,2024-08-22
Tactical Breach Wizards,PC,Strategy,2024-08-22
3 Minutes to Midnight,"PC, Xbox, Nintendo",Adventure,2024-08-22
My Lovely Empress,"PC, PlayStation, Xbox, Nintendo",Strategy,2024-08-21
Guild Wars 2: Janthir Wilds,PC,RPG,2024-08-20
Predecessor,"PC, PlayStation, Xbox",Action,2024-08-20
Black Myth: Wukong,"PC, PlayStation, Xbox",RPG,2024-08-20
Dustborn,"PC, PlayStation, Xbox",Adventure,2024-08-20
Regiments: Winds of Change,PC,Strategy,2024-08-16
Madden NFL 25,"PC, PlayStation, Xbox",Sports,2024-08-16
Farewell North,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-08-16
Arco,"PC, Nintendo",RPG,2024-08-15
Intravenous 2,PC,Action,2024-08-15
Dredge: The Iron Rig,"PC, PlayStation, Xbox, Nintendo",RPG,2024-08-15
shapez 2,PC,Strategy,2024-08-15
Just Crow Things,"PC, PlayStation, Xbox, Nintendo",Arcade,2024-08-15
Oddada,PC,Arcade,2024-08-15
Crime Scene Cleaner,PC,Simulation,2024-08-14
Sam & Max: The Devil's Playhouse,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-08-14
Arena Breakout: Infinite,PC,Action,2024-08-13
Demonsomnia,PC,Action,2024-08-13
Millennia: Ancient Worlds,PC,Strategy,2024-08-12
Supermarket Together,PC,Simulation,2024-08-09
Vladik Brutal,PC,Action,2024-08-09
The Crush House,PC,Simulation,2024-08-09
Ratten Reich,"PC, PlayStation, Xbox",Strategy,2024-08-09
Train Valley World,PC,Strategy,2024-08-09
Dungeons & Degenerate Gamblers,PC,Puzzle,2024-08-08
"Dungeons 4: The Good, the Bad and the Evil","PC, PlayStation, Xbox, Nintendo",Strategy,2024-08-08
Mini Settlers,PC,Strategy,2024-08-08
SteamWorld Heist II,"PC, PlayStation, Xbox, Nintendo",RPG,2024-08-08
Deathbound,"PC, PlayStation, Xbox",RPG,2024-08-08
Cat Quest III,"PC, PlayStation, Xbox, Nintendo",RPG,2024-08-08
Fate/stay night Remastered,"PC, Nintendo",Adventure,2024-08-07
Five Nights at Freddy's: Into the Pit,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-08-07
Creatures of Ava,"PC, Xbox",Adventure,2024-08-07
Mighty Doom,Mobile,Action,2024-08-07
"Warhammer 40,000: Speed Freeks",PC,Action,2024-08-06
Cygni: All Guns Blazing,"PC, PlayStation, Xbox",Action,2024-08-06
Highrise City: Vacation Season,PC,Strategy,2024-08-05
Fields of Mistria,PC,RPG,2024-08-05
Deviator,PC,Action,2024-08-02
World of Goo 2,"PC, Nintendo",Puzzle,2024-08-02
Closer the Distance,"PC, PlayStation, Xbox",Adventure,2024-08-02
UBOAT,"PC, Nintendo",Simulation,2024-08-02
Star Wars: Bounty Hunter,"PC, PlayStation, Xbox, Nintendo",Action,2024-08-01
Sword of Convallaria,"PC, Mobile",RPG,2024-08-01
Thalassa: Edge of the Abyss,PC,Adventure,2024-08-01
Car Manufacture,PC,Strategy,2024-08-01
KitHack Model Club,PC,Simulation,2024-08-01
Mars 2120,"PC, PlayStation, Xbox, Nintendo",Action,2024-08-01
Thank Goodness You're Here!,"PC, PlayStation, Nintendo",Adventure,2024-08-01
Song of the Prairie,PC,RPG,2024-08-01
Tomba! Special Edition,"PC, PlayStation, Nintendo",Arcade,2024-08-01
Minds Beneath Us,PC,Adventure,2024-07-31
Railway Empire 2: High Voltage,"PC, PlayStation, Xbox",Strategy,2024-07-30
Space for Sale,PC,Simulation,2024-07-30
Stormgate,PC,Strategy,2024-07-30
The Garden Path,"PC, Nintendo",Adventure,2024-07-30
Kingdom Rush 5: Alliance,"PC, Mobile",Strategy,2024-07-25
The Sims 4: Lovestruck,"PC, PlayStation, Xbox",Simulation,2024-07-25
Lost Castle 2,PC,Action,2024-07-25
Fallout: London,PC,RPG,2024-07-25
Project L33T,PC,Action,2024-07-25
Thrasher,PC,Action,2024-07-25
Earth Defense Force 6,"PC, PlayStation",Action,2024-07-25
Harvest Days,"PC, PlayStation, Xbox, Nintendo",RPG,2024-07-25
7 Days to Die,"PC, PlayStation, Xbox",Action,2024-07-25
Into the Radius 2,PC,Action,2024-07-24
Skies above the Great War,PC,Simulation,2024-07-24
Valley Peaks,"PC, Nintendo",Arcade,2024-07-24
Werewolf: The Apocalypse - Purgatory,"PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,2024-07-23
Rawmen,PC,Action,2024-07-23
F1 Manager 2024,"PC, PlayStation, Xbox, Nintendo",Strategy,2024-07-23
The Star Named EOS,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-07-23
Exophobia,"PC, PlayStation, Xbox, Nintendo",Action,2024-07-23
Conscript,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-07-23
The Operator,PC,Adventure,2024-07-22
ExoCross,"PC, PlayStation, Xbox",Racing,2024-07-22
EA Sports College Football 25,"PlayStation, Xbox",Sports,2024-07-19
Kunitsu-Gami: Path of the Goddess,"PC, PlayStation, Xbox",Action,2024-07-19
Nintendo World Championships: NES Edition,Nintendo,Arcade,2024-07-18
Strategic Command WWII: War in the Pacific,PC,Strategy,2024-07-18
Old School Rally,PC,Racing,2024-07-18
Dungeons of Hinterberg,"PC, PlayStation, Xbox",Action,2024-07-18
Space Prison,"PC, PlayStation, Xbox",RPG,2024-07-18
SCHiM,"PC, PlayStation, Xbox, Nintendo",Arcade,2024-07-18
Flintlock: The Siege of Dawn,"PC, PlayStation, Xbox",RPG,2024-07-18
Meifumado,"PC, PlayStation, Xbox, Nintendo",RPG,2024-07-18
Norland,PC,Strategy,2024-07-18
Asphalt Legends Unite,"PC, PlayStation, Xbox, Mobile, Nintendo",Racing,2024-07-17
Nobody Wants to Die,"PC, PlayStation, Xbox",Adventure,2024-07-17
Bo: Path of the Teal Lotus,"PC, PlayStation, Xbox, Nintendo",Action,2024-07-17
TerraScape,PC,Strategy,2024-07-17
Aerial_Knight's We Never Yield,"PC, PlayStation, Xbox",Arcade,2024-07-16
Avatar: Frontiers of Pandora - The Sky Breaker,"PC, PlayStation, Xbox",Action,2024-07-16
Silent Depth 2: Pacific,PC,Simulation,2024-07-16
Hot Lap Racing,"PC, Nintendo",Racing,2024-07-16
Magical Delicacy,"PC, Xbox, Nintendo",Adventure,2024-07-16
Flock,"PC, PlayStation, Xbox",Adventure,2024-07-16
Gestalt: Steam & Cinder,"PC, PlayStation, Xbox, Nintendo",Action,2024-07-16
EvilVEvil,"PC, PlayStation, Xbox",Action,2024-07-16
The Crust,PC,Strategy,2024-07-15
Kaku: Ancient Seal,"PC, PlayStation, Xbox",Action,2024-07-12
The Last Alchemist,PC,Simulation,2024-07-12
Death Game Hotel,PC,Party,2024-07-11
Anger Foot,PC,Action,2024-07-11
Once Human,PC,Action,2024-07-09
The Legend of Heroes: Trails through Daybreak,"PC, PlayStation, Nintendo",RPG,2024-07-05
Zenless Zone Zero,"PC, PlayStation, Mobile",Action,2024-07-04
Mad World,"PC, Mobile",RPG,2024-07-04
Final Fantasy XIV: Dawntrail,"PC, PlayStation, Xbox",RPG,2024-07-02
The First Descendant,"PC, PlayStation, Xbox",Action,2024-07-02
Stray Gods: Orpheus,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-06-27
Luigi's Mansion 2 HD,Nintendo,Arcade,2024-06-27
City Bus Manager,PC,Strategy,2024-06-25
Until Then,"PC, PlayStation",Adventure,2024-06-25
Super Monkey Ball: Banana Rumble,Nintendo,Arcade,2024-06-25
Beyond Good & Evil: 20th Anniversary Edition,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-06-25
Riven,PC,Adventure,2024-06-25
Victoria 3: Sphere of Influence,PC,Strategy,2024-06-24
Pet Shop Simulator,"PC, PlayStation, Xbox",Simulation,2024-06-21
Dystopika,PC,Simulation,2024-06-21
Tarisland,"PC, Mobile",RPG,2024-06-21
Honor of Kings,Mobile,Action,2024-06-20
ASKA,PC,Action,2024-06-20
X4: Timelines,PC,Simulation,2024-06-20
Elden Ring: Shadow of the Erdtree,"PC, PlayStation, Xbox",RPG,2024-06-20
Drug Dealer Simulator 2,PC,Simulation,2024-06-20
Workers & Resources: Soviet Republic,PC,Strategy,2024-06-20
Chained Together,PC,Arcade,2024-06-19
Goat Simulator 3: Multiverse of Nonsense,"PC, PlayStation, Xbox",Arcade,2024-06-19
Sandwalkers,PC,RPG,2024-06-19
Republic of Pirates,PC,Strategy,2024-06-19
Scars of Mars,"PC, Nintendo",RPG,2024-06-19
First Dwarf,"PC, PlayStation, Xbox, Nintendo",RPG,2024-06-19
Be My Horde,PC,Action,2024-06-18
Metal Slug Attack Reloaded,"PC, PlayStation, Xbox, Nintendo",Action,2024-06-18
Tropico 6: Tropican Shores,"PC, PlayStation, Xbox",Strategy,2024-06-18
Chocolate Factory,PC,Simulation,2024-06-18
Age of Wonders 4: Eldritch Realms,"PC, PlayStation, Xbox",Strategy,2024-06-18
"Warhammer 40,000: Boltgun - Forges of Corruption","PC, PlayStation, Xbox",Action,2024-06-18
Starship Troopers: Terran Command - Urban Onslaught,PC,Strategy,2024-06-18
Still Wakes the Deep,"PC, PlayStation, Xbox",Adventure,2024-06-18
#BLUD,"PC, PlayStation, Xbox, Nintendo",Action,2024-06-18
Go-Go Town!,"PC, PlayStation, Xbox, Nintendo",Simulation,2024-06-18
Pax Dei,PC,RPG,2024-06-18
Police Simulator: Patrol Officers - Highway Patrol Expansion,"PC, PlayStation, Xbox",Simulation,2024-06-17
El Dorado: The Golden City Builder,PC,Strategy,2024-06-17
Blade and Sorcery,PC,Action,2024-06-17
The Talos Principle 2: Road to Elysium,"PC, PlayStation, Xbox",Puzzle,2024-06-14
Shin Megami Tensei V: Vengeance,"PC, PlayStation, Xbox, Nintendo",RPG,2024-06-14
Monster Hunter Stories,"PC, PlayStation, Nintendo",RPG,2024-06-14
SunnySide,"PC, PlayStation, Xbox, Nintendo",RPG,2024-06-14
Fallen Aces,PC,Action,2024-06-14
Pathfinder: Wrath of the Righteous - A Dance of Masks,"PC, PlayStation, Xbox, Nintendo",RPG,2024-06-13
Olympics Go! Paris 2024,"PC, Mobile",Sports,2024-06-11
Alan Wake 2: Night Springs,"PC, PlayStation, Xbox",Action,2024-06-08
Forgotten Seas,PC,Action,2024-06-07
Dragon is Dead,PC,Action,2024-06-07
Bodycam,PC,Action,2024-06-07
Empires of the Undergrowth,PC,Strategy,2024-06-07
Kristala,PC,RPG,2024-06-06
Pro Cycling Manager 2024,PC,Sports,2024-06-06
Tour de France 2024,"PC, PlayStation, Xbox",Sports,2024-06-06
Sneak Out,PC,Arcade,2024-06-06
Blockbuster Inc.,PC,Strategy,2024-06-06
Chornobyl Liquidators,"PC, PlayStation, Xbox",Simulation,2024-06-06
The Smurfs: Village Party,"PC, PlayStation, Xbox, Nintendo",Party,2024-06-06
Autopsy Simulator,"PC, PlayStation, Xbox",Simulation,2024-06-06
The Ancients,PC,Strategy,2024-06-05
Downward: Enhanced Edition,"PC, PlayStation, Xbox, Nintendo",Action,2024-06-04
Destiny 2: The Final Shape,"PC, PlayStation, Xbox",Action,2024-06-04
Killer Klowns from Outer Space: The Game,"PC, PlayStation, Xbox",Action,2024-06-04
Field of Glory: Kingdoms,PC,Strategy,2024-06-04
The Elder Scrolls Online: Gold Road,"PC, PlayStation, Xbox",RPG,2024-06-03
Platform 8,"PC, PlayStation, Nintendo",Adventure,2024-05-31
Soulmask,PC,RPG,2024-05-31
Panicore,PC,Adventure,2024-05-31
F1 24,"PC, PlayStation, Xbox",Racing,2024-05-31
Nightmare Kart,PC,Racing,2024-05-31
Selaco,PC,Action,2024-05-31
Night of the Dead,PC,Action,2024-05-31
"Northgard: Garm, Clan of the Hounds",PC,Strategy,2024-05-30
Skald: Against the Black Priory,PC,RPG,2024-05-30
Trans-Siberian Railway Simulator,PC,Simulation,2024-05-30
Astor: Blade of the Monolith,"PC, PlayStation, Xbox, Nintendo",RPG,2024-05-30
Capes,"PC, PlayStation, Xbox, Nintendo",Strategy,2024-05-29
Nine Sols,"PC, PlayStation, Xbox, Nintendo",Action,2024-05-29
Construction Simulator 4,"Mobile, Nintendo",Simulation,2024-05-28
Old World: Behind the Throne,PC,Strategy,2024-05-28
Reus 2,PC,Strategy,2024-05-28
Ripout,"PC, PlayStation, Xbox",Action,2024-05-28
MultiVersus,"PC, PlayStation, Xbox",Fighting,2024-05-28
Corpse Keeper,PC,RPG,2024-05-28
The Rogue Prince of Persia,PC,Action,2024-05-27
Sonar Shock,PC,Action,2024-05-24
Besiege: The Splintered Sea,PC,Simulation,2024-05-24
F1 Mobile Racing,Mobile,Racing,2024-05-24
Galacticare,"PC, PlayStation, Xbox",Strategy,2024-05-23
Duck Detective: The Secret Salami,"PC, Nintendo",Adventure,2024-05-23
Ships at Sea,PC,Simulation,2024-05-23
The Tribe Must Survive,PC,Strategy,2024-05-23
C.A.R.D.S. RPG: The Misty Battlefield,"PC, PlayStation, Nintendo",RPG,2024-05-23
Hauntii,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-05-23
Paper Mario: The Thousand-Year Door,Nintendo,RPG,2024-05-23
Wizardry: Proving Grounds of the Mad Overlord,"PC, PlayStation, Xbox, Nintendo",RPG,2024-05-23
Wuthering Waves,"PC, PlayStation, Mobile",RPG,2024-05-23
Serum,PC,Action,2024-05-23
Crown Wars: The Black Prince,"PC, PlayStation, Xbox, Nintendo",Strategy,2024-05-23
Warno,PC,Strategy,2024-05-23
RKGK / Rakugaki,PC,Action,2024-05-22
Harvest Hunt,PC,Action,2024-05-22
Venture to the Vile,"PC, PlayStation",Action,2024-05-22
Consortium Remastered,PC,Action,2024-05-21
Rooftops & Alleys: The Parkour Game,PC,Arcade,2024-05-21
Survival: Fountain of Youth,"PC, PlayStation, Xbox",Simulation,2024-05-21
Paper Trail,"PC, PlayStation, Xbox, Mobile, Nintendo",Puzzle,2024-05-21
Synergy,PC,Strategy,2024-05-21
Senua's Saga: Hellblade II,"PC, Xbox",Action,2024-05-21
World of Warcraft: Cataclysm Classic,PC,RPG,2024-05-20
Songs of Conquest,"PC, PlayStation, Xbox, Mobile",Strategy,2024-05-20
Seablip,PC,RPG,2024-05-17
Morbid: The Lords of Ire,"PC, PlayStation, Xbox, Nintendo",RPG,2024-05-17
Cozy Caravan,PC,Adventure,2024-05-16
Wantless: Solace at World's End,PC,RPG,2024-05-16
American Truck Simulator: Nebraska,PC,Simulation,2024-05-16
Lorelei and the Laser Eyes,"PC, PlayStation, Nintendo",Adventure,2024-05-16
Die by the Blade,"PC, PlayStation, Xbox",Fighting,2024-05-16
Read Only Memories: Neurodiver,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-05-16
Mullet MadJack,"PC, Xbox",Action,2024-05-15
Baladins,"PC, PlayStation, Nintendo",RPG,2024-05-15
Men of War II,PC,Strategy,2024-05-15
What the Fog,PC,Action,2024-05-14
Robobeat,"PC, PlayStation, Xbox, Nintendo",Action,2024-05-14
Dread Delusion,PC,RPG,2024-05-14
Braid: Anniversary Edition,"PC, PlayStation, Xbox, Mobile, Nintendo",Arcade,2024-05-14
Gatekeeper,PC,Action,2024-05-13
Fabledom,"PC, PlayStation, Xbox, Nintendo",Strategy,2024-05-13
Homeworld 3,PC,Strategy,2024-05-13
Instruments of Destruction,"PC, PlayStation, Xbox",Simulation,2024-05-10
Vampire Survivors: Operation Guns,"PC, PlayStation, Xbox, Mobile, Nintendo",Action,2024-05-09
1000xResist,"PC, Nintendo",Adventure,2024-05-09
The Bridge Curse 2: The Extrication,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-05-09
King Arthur: Legion IX,PC,RPG,2024-05-09
Crow Country,"PC, PlayStation, Xbox, Nintendo",Action,2024-05-09
Pac-Man Mega Tunnel Battle: Chomp Champs,"PC, PlayStation, Xbox, Nintendo",Arcade,2024-05-09
Cryptmaster,"PC, PlayStation, Xbox",RPG,2024-05-09
Animal Well,"PC, PlayStation, Xbox, Nintendo",Arcade,2024-05-09
"Little Kitty, Big City","PC, Xbox, Nintendo",Adventure,2024-05-09
Dream Engines: Nomad Cities,PC,Strategy,2024-05-09
Europa Universalis IV: Winds of Change,PC,Strategy,2024-05-08
Gift,"PC, PlayStation, Xbox, Nintendo",Arcade,2024-05-08
Fay's Factory,PC,Strategy,2024-05-08
V Rising,"PC, PlayStation",Action,2024-05-08
Farm Together 2,PC,Simulation,2024-05-07
Stellaris: The Machine Age,PC,Strategy,2024-05-07
Heading Out,PC,Racing,2024-05-07
Plushie from the Sky,PC,RPG,2024-05-06
Hades 2,PC,Action,2024-05-06
Chrono Ark,PC,RPG,2024-05-03
Undead Inc.,PC,Strategy,2024-05-02
MotoGP 24,"PC, PlayStation, Xbox, Nintendo",Racing,2024-05-02
Endless Ocean Luminous,Nintendo,Adventure,2024-05-02
Abiotic Factor,PC,Action,2024-05-02
The Political Machine 2024,PC,Strategy,2024-05-02
Indika,"PC, PlayStation, Xbox",Adventure,2024-05-02
Foundry,PC,Simulation,2024-05-02
Surmount,"PC, Nintendo",Arcade,2024-05-02
Total War: Warhammer III - Thrones of Decay,PC,Strategy,2024-04-30
Farming Simulator 22: Farm Production Pack,"PC, PlayStation, Xbox",Simulation,2024-04-30
Stronghold: Definitive Edition - Valley of the Wolf Campaign,PC,Strategy,2024-04-30
Gray Zone Warfare,PC,Action,2024-04-30
Let Bions Be Bygones,PC,Adventure,2024-04-30
Dubium,PC,Action,2024-04-30
NieR Re[in]carnation,Mobile,RPG,2024-04-30
Denizen,PC,Simulation,2024-04-29
Farm Manager World,PC,Strategy,2024-04-29
Rusty's Retirement,PC,Simulation,2024-04-26
TopSpin 2K25,"PC, PlayStation, Xbox",Sports,2024-04-26
Sand Land,"PC, PlayStation, Xbox",RPG,2024-04-26
Stellar Blade,"PC, PlayStation, Xbox",RPG,2024-04-26
Manor Lords,"PC, Xbox",Strategy,2024-04-26
Pine Harbor,PC,Action,2024-04-25
SaGa Emerald Beyond,"PC, PlayStation, Mobile, Nintendo",RPG,2024-04-25
Whisker Waters,"PC, PlayStation, Nintendo",RPG,2024-04-25
Another Crab's Treasure,"PC, PlayStation, Xbox, Nintendo",Action,2024-04-25
The Last Spell: Dwarves of Runenberg,PC,RPG,2024-04-24
Oddsparks: An Automation Adventure,PC,Strategy,2024-04-24
Rotwood,PC,Action,2024-04-24
Life Beyond,PC,Action,2024-04-24
Remnant II: The Forgotten Kingdom,"PC, PlayStation, Xbox",Action,2024-04-23
Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,"PC, PlayStation, Xbox, Nintendo",Action,2024-04-23
Tales of Kenzera: ZAU,"PC, PlayStation, Xbox, Nintendo",Action,2024-04-23
Bellwright,PC,RPG,2024-04-23
Lunar Lander Beyond,"PC, PlayStation, Xbox, Nintendo",Action,2024-04-23
Jawbreaker,PC,Action,2024-04-23
Phantom Fury,"PC, PlayStation, Xbox, Nintendo",Action,2024-04-23
Eiyuden Chronicle: Hundred Heroes,"PC, PlayStation, Xbox, Nintendo",RPG,2024-04-23
Convrgence,PC,Action,2024-04-22
Paragon: The Overprime,"PC, PlayStation",Action,2024-04-22
Sweet Transit,PC,Strategy,2024-04-22
Wartales: The Tavern Opens!,PC,RPG,2024-04-18
Galactic Civilizations IV: Warlords,PC,Strategy,2024-04-18
No Rest for the Wicked,"PC, PlayStation, Xbox",RPG,2024-04-18
Final Fantasy XVI: The Rising Tide,"PC, PlayStation",RPG,2024-04-18
Starsiege: Deadzone,PC,Action,2024-04-18
Nexus 5X,PC,Strategy,2024-04-18
Sker Ritual,"PC, PlayStation, Xbox",Action,2024-04-18
Kingsgrave,"PC, Nintendo",Action,2024-04-17
Dead Island 2: SoLA,"PC, PlayStation, Xbox",Action,2024-04-17
Kill It With Fire 2,"PC, PlayStation, Xbox",Action,2024-04-16
Harold Halibut,"PC, PlayStation, Xbox",Adventure,2024-04-16
Tales of Anturia: Hejstos,PC,RPG,2024-04-15
World Turtles,PC,Strategy,2024-04-15
Anomaly Collapse,PC,Strategy,2024-04-12
Revival: Recolonization,PC,Strategy,2024-04-11
RimWorld: Anomaly,PC,Strategy,2024-04-11
Infection Free Zone,PC,Strategy,2024-04-11
Headquarters: World War II,PC,Strategy,2024-04-11
Incursion Red River,PC,Action,2024-04-10
Yet Another Fantasy Title,PC,Action,2024-04-10
Underspace,PC,Action,2024-04-10
Ereban: Shadow Legacy,"PC, Xbox",Action,2024-04-10
The Planet Crafter,PC,Simulation,2024-04-10
Laysara: Summit Kingdom,PC,Strategy,2024-04-10
Broken Roads,"PC, PlayStation, Xbox, Nintendo",RPG,2024-04-10
Final Factory,PC,Strategy,2024-04-09
Steel Division 2: Tribute to Normandy '44,PC,Strategy,2024-04-09
Gigantic: Rampage Edition,"PC, PlayStation, Xbox",Action,2024-04-09
Children of the Sun,PC,Action,2024-04-09
Botany Manor,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-04-09
Inkbound,PC,RPG,2024-04-09
Biomorph,"PC, PlayStation, Xbox, Nintendo",Action,2024-04-05
BMX Streets,PC,Sports,2024-04-05
Monsters Domain,PC,RPG,2024-04-05
Victory at Sea: Atlantic,PC,Strategy,2024-04-05
Warhaven,"PC, PlayStation, Xbox",Action,2024-04-05
Sons of Valhalla,PC,Strategy,2024-04-05
Smuta,PC,Action,2024-04-04
Beat Slayer,PC,Action,2024-04-04
Pathfinder: Gallowspire Survivors,PC,Action,2024-04-04
Turbo Golf Racing,"PC, PlayStation, Xbox",Racing,2024-04-04
Planetiles,"PC, Nintendo",Strategy,2024-04-03
Anonymous Hacker Simulator,PC,Simulation,2024-04-03
No Plan B,PC,Strategy,2024-04-03
Of Life and Land,PC,Strategy,2024-04-02
Saviorless,"PC, PlayStation, Nintendo",Action,2024-04-02
ASTRA: Knights of Veda,"PC, Mobile",RPG,2024-04-02
Content Warning,PC,Action,2024-04-01
The Crew,"PC, PlayStation, Xbox",Racing,2024-03-31
Omega Crafter,PC,RPG,2024-03-29
Felvidek,PC,RPG,2024-03-29
Fullmetal Alchemist Mobile,Mobile,Action,2024-03-29
Maniac,PC,Action,2024-03-28
Under The Yoke,PC,Simulation,2024-03-28
Godsworn,PC,Strategy,2024-03-28
Touch Detective 3 + The Complete Case Files,Nintendo,Adventure,2024-03-28
Pepper Grinder,"PC, PlayStation, Xbox, Nintendo",Arcade,2024-03-28
One Last Breath,"PC, PlayStation, Xbox, Nintendo",Arcade,2024-03-28
Open Roads,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-03-28
AFK Journey,"PC, Mobile",RPG,2024-03-27
Geneforge 2: Infestation,PC,RPG,2024-03-27
Terra Memoria,"PC, PlayStation, Xbox, Nintendo",RPG,2024-03-27
Necrosmith 2,PC,Strategy,2024-03-27
The Magical Mixture Mill,PC,Strategy,2024-03-27
Outpost: Infinity Siege,PC,Action,2024-03-26
Farming Simulator Kids,"Mobile, Nintendo",Simulation,2024-03-26
Millennia,PC,Strategy,2024-03-26
South Park: Snow Day!,"PC, PlayStation, Xbox, Nintendo",Action,2024-03-26
Bulwark: Falconeer Chronicles,"PC, PlayStation, Xbox",Strategy,2024-03-26
Between Horizons,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-03-25
Sentry,PC,Action,2024-03-25
LakeSide,PC,Strategy,2024-03-25
TerraTech Worlds,PC,Simulation,2024-03-22
The Legend of Legacy HD Remastered,"PC, PlayStation, Nintendo",RPG,2024-03-22
Princess Peach: Showtime!,Nintendo,Arcade,2024-03-22
Rise of the Ronin,"PC, PlayStation",RPG,2024-03-22
Dragon's Dogma II,"PC, PlayStation, Xbox",RPG,2024-03-22
Arksync,"PC, Nintendo",Action,2024-03-21
Panzer Corps 2: Frontlines - Bulge,PC,Strategy,2024-03-21
Gas Station Simulator: Tidal Wave,PC,Simulation,2024-03-21
Fernbus Simulator: Poland,PC,Simulation,2024-03-21
Call of Duty: Warzone Mobile,Mobile,Action,2024-03-21
Thunder Helix,PC,Action,2024-03-21
Midnight Ghost Hunt,PC,Action,2024-03-21
Rocket Arena,"PC, PlayStation, Xbox",Action,2024-03-21
Alone in the Dark,"PC, PlayStation, Xbox",Action,2024-03-20
Raw Metal,PC,Action,2024-03-19
MLB: The Show 24,"PlayStation, Xbox, Nintendo",Sports,2024-03-19
Lightyear Frontier,"PC, Xbox",Adventure,2024-03-19
Outcast: A New Beginning,"PC, PlayStation, Xbox",Action,2024-03-15
Out of the Park Baseball 26,PC,Sports,2024-03-14
Slavania,PC,Action,2024-03-14
Age of Empires II: Definitive Edition - Victors and Vanquished,"PC, Xbox",Strategy,2024-03-14
Star Wars: Battlefront Classic Collection,"PC, PlayStation, Xbox, Nintendo",Action,2024-03-14
Llamasoft: The Jeff Minter Story,"PC, PlayStation, Xbox, Nintendo",Action,2024-03-13
Dune: Imperium,"PC, Xbox, Mobile",Strategy,2024-03-13
Goblin Stone,PC,RPG,2024-03-12
Subterrain: Mines of Titan,PC,RPG,2024-03-12
Tribes 3: Rivals,PC,Action,2024-03-12
Contra: Operation Galuga,"PC, PlayStation, Xbox, Nintendo",Action,2024-03-12
Passing By: A Tailwind Journey,"PC, Nintendo",Adventure,2024-03-12
Crypt of the NecroDancer: Synchrony,"PC, PlayStation, Nintendo",RPG,2024-03-12
The Elder Scrolls Online: Scions of Ithelia,"PC, PlayStation, Xbox",RPG,2024-03-11
Chinese Empire,PC,Strategy,2024-03-11
United Penguin Kingdom,PC,Strategy,2024-03-09
Stolen Realm,"PC, Xbox, Nintendo",RPG,2024-03-08
9 Days,PC,Action,2024-03-08
Summerhouse,PC,Simulation,2024-03-08
WWE 2K24,"PC, PlayStation, Xbox",Sports,2024-03-08
Unicorn Overlord,"PlayStation, Xbox, Nintendo",RPG,2024-03-08
Backpack Battles,PC,Puzzle,2024-03-08
New Star GP,"PC, PlayStation, Xbox, Nintendo",Racing,2024-03-07
Dune: Spice Wars - House Vernius of Ix,PC,Strategy,2024-03-07
Chasing the Unseen,PC,Arcade,2024-03-07
Hearts of Iron IV: Trial of Allegiance,PC,Strategy,2024-03-07
Zoria: Age of Shattering,PC,RPG,2024-03-07
A Twisted Tale,PC,Adventure,2024-03-07
Snufkin: Melody of Moominvalley,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-03-07
Taxi Life: A City Driving Simulator,"PC, PlayStation, Xbox",Simulation,2024-03-07
Time to Morp,PC,Strategy,2024-03-07
Between the Stars,PC,RPG,2024-03-07
S.T.A.L.K.E.R.: Legends of the Zone Trilogy,"PlayStation, Xbox, Nintendo",Action,2024-03-06
Reveil,"PC, PlayStation, Xbox",Adventure,2024-03-06
Hairdresser Simulator,"PC, PlayStation, Xbox",Simulation,2024-03-06
Puzzles for Clef,"PC, Nintendo",Adventure,2024-03-06
Winter Survival,PC,Simulation,2024-03-06
